COL6A2 ,-1.499843,-1.289294,-1.225422,-1.299575,-1.072454,-0.6264943,-0.1241878,0.4514043,0.9524037,1.568301,2.232102,other
COL6A3 ,-1.674337,-1.216842,-0.8371451,-0.6493454,-0.7884052,-0.9078655,-0.1710409,0.3466844,0.807567,1.388377,1.951269,other
COL7A1 ,-1.057958,-0.8746448,-0.6314573,-0.3430805,-0.02565978,0.2890165,0.7464118,1.395235,2.273343,3.439676,4.784906,other
COLQ ,-0.5542343,-0.304288,0.03732963,0.07595191,0.08175887,0.1744624,0.3028015,0.6965352,1.509336,2.750347,3.678661,AR
COMP ,-4.393475,-4.522347,-4.481011,-3.990176,-2.717524,-1.762521,-0.88108,0.05113436,0.3436959,0.4531806,0.6054296,AD
COPA ,-4.190675,-4.30642,-4.281168,-4.257879,-2.86877,-1.622523,-0.6315472,0.2079002,1.036202,1.971104,2.982044,AD
COQ4 ,-4.675756,-4.698588,-3.58151,-1.759738,-0.7215262,-0.1615363,0.04259725,0.2136587,0.836296,1.840253,2.998243,AR
COQ8A ,-4.908262,-4.93522,-4.677185,-3.049448,-1.483154,-0.03961268,1.414047,3.010444,4.743468,4.955143,4.869696,AR
CPLANE1 ,-1.389812,-0.9760161,-0.3860439,0.2520297,0.6252307,0.9245339,1.36477,2.042501,3.129028,4.571411,4.319794,AR
CPS1 ,-3.193959,-3.985463,-4.404593,-4.559002,-3.190229,-1.835145,-0.8794876,-0.3067914,0.08196378,0.3321447,0.5163107,AR
CPT1A ,-4.601366,-4.715555,-4.300257,-2.522886,-1.174315,-0.5198816,-0.279716,-0.07266741,0.4802202,0.9964946,1.413454,AR
CPT2 ,-3.651788,-2.340857,-1.147487,-0.2566229,0.06676357,0.05933052,-0.0184519,0.1064098,0.2963777,0.4656492,0.6329069,AR
CRB1 ,-1.260212,-1.024181,-0.724374,-0.3368413,0.04295719,0.4477887,1.02526,1.638952,1.317359,1.115729,1.131069,other
CREBBP ,-2.998452,-2.168455,-1.439878,-0.8215625,-0.2382345,0.3235037,0.693972,0.9717682,1.201301,1.173207,1.077539,AD
CRX ,-4.76651,-4.819975,-4.6062,-4.382269,-3.467098,-1.084878,1.315354,3.753862,4.794078,4.907511,4.663365,other
CSF1R ,-4.946251,-5.165102,-5.111121,-4.894387,-4.636677,-3.44819,-1.567525,-0.2297147,0.6347011,1.202688,1.618858,other
CTNNB1 ,-1.348738,-0.9289762,-0.5791239,-0.4408787,-0.7389884,-1.410813,-2.000253,-0.7591231,0.2781237,0.9455288,1.496547,other
CTNS ,-4.99619,-5.057943,-4.731501,-2.664252,-1.251104,-0.4222628,0.1406421,0.5693771,0.9123533,1.359839,1.920211,AR
CTR9 ,-3.992715,-2.486996,-1.114137,-0.1782207,0.2392373,0.5884401,1.345424,2.789012,4.656141,4.64072,4.237974,other
